,EV_0hr_ser_rep1,EV_0hr_ser_rep2,EV_2hr_ser_rep1,EV_2hr_ser_rep2,EV_6hr_ser_rep1,EV_6hr_ser_rep2,EV_12hr_ser_rep1,EV_12hr_ser_rep2
ENSMUSG00000105514.1,9.8433449443,10.8572851154,2.948820913,12.8623254235,17.6705389012,3.9199008791,8.9789024409,0.9983177879
ENSMUSG00000106209.1,0,1.9740518392,0,1.9788192959,0,0,0.9976558268,0
ENSMUSG00000104605.1,5.9060069666,6.9091814371,0,0,0.9816966056,0,3.990623307,7.9865423035
ENSMUSG00000105134.1,4.9216724722,3.9481036783,2.948820913,18.7987833113,6.8718762394,9.7997521978,2.9929674803,1.9966355759
ENSMUSG00000105813.1,73.8250870824,70.0788402905,21.6246866953,54.4175306381,55.9567065204,46.0588353296,26.9367073226,20.9646735466
ENSMUSG00000106022.1,71.8564180936,48.3642700596,75.6864034334,51.4493016942,39.2678642249,29.3992565933,18.9554607085,32.9444870018
ENSMUSG00000106940.1,1.9686689889,1.9740518392,23.5905673039,5.9364578878,6.8718762394,4.8998760989,5.9859349606,7.9865423035
ENSMUSG00000106189.1,11.8120139332,1.9740518392,4.9147015216,0,15.7071456899,9.7997521978,6.9835907873,0
ENSMUSG00000106451.1,3.9373379777,0,2.948820913,0,0,0,0.9976558268,0
ENSMUSG00000104737.1,9.8433449443,0,4.9147015216,8.9046868317,1.9633932112,6.8598265384,2.9929674803,1.9966355759
ENSMUSG00000104639.1,6.890341461,0,8.846462739,0,0.9816966056,0,0,0
ENSMUSG00000078377.5,119.1044738264,92.7804364409,121.8845977369,104.8774226842,100.1330537734,88.19776978,64.8476287395,121.7947701279
ENSMUSG00000106025.1,5.9060069666,0,14.7441045649,0,13.7437524787,4.8998760989,2.9929674803,6.9882245155
ENSMUSG00000104693.1,1.9686689889,8.8832332763,20.6417463909,5.9364578878,2.9450898169,1.9599504396,2.9929674803,1.9966355759
ENSMUSG00000106047.1,1.9686689889,0,0,0,0,0,0,0
ENSMUSG00000104918.1,0,0,0,0,1.9633932112,0,0,0
ENSMUSG00000104696.1,3.9373379777,0,0,0,0,0,0,0
ENSMUSG00000105401.1,2.9530034833,0,0,0,0,0,0,0.9983177879
ENSMUSG00000105593.4,0,1.9740518392,0,0,0,0,0,0
ENSMUSG00000106447.1,0,0.9870259196,0,0,0,0,0,0
ENSMUSG00000107233.1,0,0,2.948820913,0,0,0,0,0
ENSMUSG00000106976.1,0,0,0,0,6.8718762394,0,0,0
ENSMUSG00000106971.1,0,0,0,0,0.9816966056,0,0,0
ENSMUSG00000104822.1,13.7806829221,13.8183628742,14.7441045649,8.9046868317,2.9450898169,30.3792318131,3.990623307,6.9882245155
ENSMUSG00000105822.1,0,8.8832332763,0,1.9788192959,1.9633932112,0,4.9882791338,0
ENSMUSG00000106446.1,0,0,2.948820913,1.9788192959,0,0,0,0
ENSMUSG00000105568.1,6.890341461,0,0,0,0,0,5.9859349606,0
ENSMUSG00000105445.1,0,0,2.948820913,1.9788192959,0,0,6.9835907873,0
ENSMUSG00000105733.1,0,0,0,0,1.9633932112,0,3.990623307,0
ENSMUSG00000105660.1,18.7023553942,26.6496998288,7.8635224346,1.9788192959,4.9084830281,31.3592070329,3.990623307,20.9646735466
ENSMUSG00000106326.1,0.9843344944,0,2.948820913,0,5.8901796337,1.9599504396,0,0.9983177879
ENSMUSG00000104814.1,344.5170730514,248.7305317353,303.7285540379,264.1723760065,185.5406584625,221.4743996699,151.6436856678,197.6669220108
ENSMUSG00000106015.1,4.9216724722,0,0,6.9258675358,7.853572845,9.7997521978,1.9953116535,0
ENSMUSG00000105503.1,0,0,0,0,0,1.9599504396,0,0
ENSMUSG00000105149.1,0,1.9740518392,0,0,0,0,0,0
ENSMUSG00000104784.1,144.6971706816,114.4950066718,67.8228809988,57.3857595819,96.2062673509,67.6182901647,119.7186992114,143.7577614624
ENSMUSG00000107118.1,14.7650174165,26.6496998288,55.0446570425,49.4704823982,19.6339321124,38.2190335713,25.9390514958,41.9293470932
ENSMUSG00000106178.1,9.8433449443,0,0,0,0,0,0,0
ENSMUSG00000106364.1,0,0,2.948820913,3.9576385919,0,1.9599504396,6.9835907873,18.9680379707
ENSMUSG00000105789.1,3.9373379777,7.8962073567,0,1.9788192959,4.9084830281,3.9199008791,0.9976558268,1.9966355759
ENSMUSG00000105466.1,6.890341461,6.9091814371,26.5393882169,1.9788192959,10.7986626618,39.1990087911,5.9859349606,1.9966355759
ENSMUSG00000104886.1,0,0,2.948820913,0,0,0,0,0
ENSMUSG00000104906.1,0,0,2.948820913,0,0,0,2.9929674803,0
ENSMUSG00000105774.1,3.9373379777,3.9481036783,13.7611642606,8.9046868317,0,9.7997521978,0,0
ENSMUSG00000105586.1,8.8590104499,0,4.9147015216,0,0,18.6195291758,2.9929674803,14.974766819
ENSMUSG00000104571.1,20.6710243831,2.9610777588,11.795283652,0,4.9084830281,4.8998760989,5.9859349606,3.9932711517
ENSMUSG00000106475.1,10.8276794388,6.9091814371,28.5052688256,12.8623254235,8.8352694506,10.7797274176,13.9671815747,9.9831778793
ENSMUSG00000105802.1,11.8120139332,22.7015961504,8.846462739,10.8835061276,6.8718762394,6.8598265384,0.9976558268,0
ENSMUSG00000106058.1,0.9843344944,3.9481036783,0.9829403043,3.9576385919,0,3.9199008791,0,0
ENSMUSG00000105273.1,0,0,0,0,0,0,0.9976558268,0
ENSMUSG00000105656.1,0,1.9740518392,0,0,1.9633932112,0,0.9976558268,0
ENSMUSG00000106049.1,0,0,0,0,0.9816966056,0,0,0
ENSMUSG00000104846.1,0,0,0,0,0,0,1.9953116535,0
ENSMUSG00000105472.1,17.7180208998,0,7.8635224346,0,0,6.8598265384,0.9976558268,5.9899067276
ENSMUSG00000106897.1,3.9373379777,0,0,0,4.9084830281,0,0,0
ENSMUSG00000107257.1,12.7963484276,8.8832332763,0.9829403043,9.8940964796,6.8718762394,6.8598265384,7.9812466141,10.9814956673
ENSMUSG00000106904.1,20.6710243831,3.9481036783,40.3005524775,40.5657955665,11.7803592675,31.3592070329,6.9835907873,4.9915889397
ENSMUSG00000106535.1,142.7285016927,188.5219506406,45.2152539992,60.3539885258,89.3343911116,146.9962829667,56.8663821254,47.9192538208
ENSMUSG00000106498.1,1.9686689889,0,0,0,0,1.9599504396,0,1.9966355759
ENSMUSG00000106662.1,96.4647804544,93.7674623605,31.4540897386,37.5975666227,99.1513571678,93.0976458789,42.8992005508,40.9310293053
ENSMUSG00000107200.1,33.4673728107,14.8053887938,26.5393882169,20.7776026073,26.5058083518,15.6796035165,30.9273306296,24.9579446983
ENSMUSG00000107354.1,3.9373379777,0,3.9317612173,8.9046868317,2.9450898169,3.9199008791,0,1.9966355759
ENSMUSG00000104563.1,0,0,0,0,0,1.9599504396,2.9929674803,1.9966355759
ENSMUSG00000106146.1,0,0,0,0,0,0,0.9976558268,0
ENSMUSG00000107364.1,2.9530034833,3.9481036783,12.7782239563,0,1.9633932112,10.7797274176,8.9789024409,1.9966355759
ENSMUSG00000107115.1,3.9373379777,0,5.897641826,9.8940964796,8.8352694506,29.3992565933,0.9976558268,0.9983177879
ENSMUSG00000104569.1,3.9373379777,7.8962073567,2.948820913,2.9682289439,7.853572845,9.7997521978,13.9671815747,6.9882245155
ENSMUSG00000104765.1,9.8433449443,7.8962073567,4.9147015216,2.9682289439,6.8718762394,0,0.9976558268,0
ENSMUSG00000107120.1,45.2793867439,21.7145702309,17.6929254779,14.8411447195,8.8352694506,21.5594548351,17.9578048817,18.9680379707
ENSMUSG00000104925.1,5.9060069666,0,7.8635224346,12.8623254235,10.7986626618,11.7597026373,8.9789024409,21.9629913345
ENSMUSG00000104671.1,6.890341461,0,4.9147015216,10.8835061276,1.9633932112,16.6595787362,3.990623307,11.9798134552
ENSMUSG00000105731.1,0.9843344944,0,0,0,4.9084830281,0,0,0.9983177879
ENSMUSG00000105053.1,1.9686689889,0.9870259196,0,0.989409648,1.9633932112,0,0.9976558268,0
ENSMUSG00000105986.1,0,0,0,1.9788192959,0,0,0.9976558268,0
ENSMUSG00000106592.1,0,0,2.948820913,0,0,0,0,0
ENSMUSG00000105272.1,90.5587734878,39.4810367834,52.0958361295,62.3328078218,30.4325947743,46.0588353296,39.9062330705,22.9613091225
ENSMUSG00000106092.1,1.9686689889,14.8053887938,7.8635224346,0,2.9450898169,3.9199008791,0.9976558268,0
ENSMUSG00000104745.1,0,1.9740518392,2.948820913,0,0,0,0,0
ENSMUSG00000105004.1,0,0.9870259196,4.9147015216,0,0,0,0,0
ENSMUSG00000105535.1,0.9843344944,0,0,0,0.9816966056,0,0,0
ENSMUSG00000106512.1,0,0,0,0,0.9816966056,0,0,0
ENSMUSG00000105556.1,91.5431079822,27.6367257484,37.3517315645,15.8305543674,43.1946506473,65.6583397251,39.9062330705,32.9444870018
ENSMUSG00000106103.1,11.8120139332,17.7664665525,12.7782239563,1.9788192959,14.7254490843,19.5995043956,12.9695257479,6.9882245155
ENSMUSG00000105748.1,14.7650174165,12.8313369546,9.8294030433,11.8729157756,21.5973253237,4.8998760989,5.9859349606,23.9596269104
ENSMUSG00000105239.1,2.9530034833,0,0,0,0,0,0.9976558268,1.9966355759
ENSMUSG00000104882.1,2.9530034833,5.9221555175,48.1640749122,4.9470482398,21.5973253237,11.7597026373,14.9648374014,22.9613091225
ENSMUSG00000105175.1,1.9686689889,0,0,0,0.9816966056,0,0,0
ENSMUSG00000105358.1,3.9373379777,0,0,0,0,0,0,0
ENSMUSG00000107006.1,0,0,0,0,0,0,0.9976558268,0
ENSMUSG00000105017.1,0,0,0,0,0,0,0,0.9983177879
ENSMUSG00000104653.1,74.8094215769,27.6367257484,49.1470152165,13.8517350715,21.5973253237,23.5194052747,17.9578048817,20.9646735466
ENSMUSG00000105081.1,0,1.9740518392,0,5.9364578878,1.9633932112,1.9599504396,0,0.9983177879
ENSMUSG00000106472.1,3.9373379777,0,4.9147015216,0.989409648,4.9084830281,6.8598265384,6.9835907873,3.9932711517
ENSMUSG00000106212.1,8.8590104499,0,7.8635224346,0,0,6.8598265384,0,0
ENSMUSG00000105062.1,0.9843344944,0,2.948820913,0,0,4.8998760989,0,0
ENSMUSG00000104754.1,0,0,0,0,0,0.9799752198,0,0
ENSMUSG00000106560.1,37.4047107884,20.7275443113,17.6929254779,18.7987833113,0,21.5594548351,3.990623307,1.9966355759
ENSMUSG00000105689.1,10.8276794388,6.9091814371,17.6929254779,8.9046868317,4.9084830281,9.7997521978,7.9812466141,14.974766819
ENSMUSG00000106961.1,252.9739650692,114.4950066718,81.5840452594,57.3857595819,98.1696605622,65.6583397251,47.8874796846,54.9074783363
ENSMUSG00000105750.1,1.9686689889,0,2.948820913,0,0,4.8998760989,2.9929674803,0
ENSMUSG00000104704.1,1.9686689889,1.9740518392,2.948820913,5.9364578878,1.9633932112,3.9199008791,0.9976558268,1.9966355759
ENSMUSG00000105541.1,1.9686689889,14.8053887938,4.9147015216,8.9046868317,4.9084830281,1.9599504396,3.990623307,4.9915889397
ENSMUSG00000104970.1,3.9373379777,6.9091814371,0,0,4.9084830281,6.8598265384,0,1.9966355759
ENSMUSG00000104720.1,8.8590104499,9.8702591958,0,8.9046868317,8.8352694506,4.8998760989,8.9789024409,4.9915889397
ENSMUSG00000105286.1,1.9686689889,0,0,0,0,0,0,0
ENSMUSG00000105744.1,0,0,0,0,0,0,0.9976558268,0
ENSMUSG00000106241.1,1.9686689889,3.9481036783,4.9147015216,1.9788192959,8.8352694506,6.8598265384,23.9437398423,30.9478514259
ENSMUSG00000104591.1,0.9843344944,2.9610777588,9.8294030433,0,0,8.819776978,0,0
ENSMUSG00000105229.1,4.9216724722,1.9740518392,2.948820913,0,4.9084830281,11.7597026373,0,0
ENSMUSG00000106777.1,76.7780905657,54.2864255771,16.7099851736,1.9788192959,6.8718762394,4.8998760989,8.9789024409,6.9882245155
ENSMUSG00000106750.1,91.5431079822,61.1956070142,11.795283652,1.9788192959,4.9084830281,0,5.9859349606,5.9899067276
ENSMUSG00000107152.1,6.890341461,0,0,0,0,0,0,5.9899067276
ENSMUSG00000086804.8,0.9843344944,3.9481036783,0,0,10.7986626618,11.7597026373,8.9789024409,3.9932711517
ENSMUSG00000106845.1,3.9373379777,3.9481036783,7.8635224346,5.9364578878,13.7437524787,0,6.9835907873,2.9949533638
ENSMUSG00000105351.1,0,0,0,0,0,0,0,0.9983177879
ENSMUSG00000110537.1,1.9686689889,8.8832332763,4.9147015216,0,0,4.8998760989,6.9835907873,0
ENSMUSG00000104724.1,8.8590104499,1.9740518392,17.6929254779,20.7776026073,4.9084830281,3.9199008791,10.9742140944,3.9932711517
ENSMUSG00000107103.1,3.9373379777,1.9740518392,0,0,0,0,0,0
ENSMUSG00000106729.1,0,0,2.948820913,0,0,0,5.9859349606,0
ENSMUSG00000106710.1,0,0.9870259196,3.9317612173,0,0,1.9599504396,0,0
ENSMUSG00000106992.1,10.8276794388,12.8313369546,0,0,0,0,0.9976558268,0
ENSMUSG00000107358.1,0,0,4.9147015216,0,0,0,0,0
ENSMUSG00000107374.1,49.2167247216,41.4550886225,63.8911197814,37.5975666227,54.9750099148,62.7184140658,92.7819918889,55.9057961243
ENSMUSG00000107194.1,0.9843344944,0,4.9147015216,8.9046868317,0,5.8798513187,0,0.9983177879
ENSMUSG00000105942.1,6.890341461,0,0,0,0.9816966056,0,0,0
ENSMUSG00000106648.1,8.8590104499,1.9740518392,17.6929254779,10.8835061276,1.9633932112,8.819776978,6.9835907873,14.974766819
ENSMUSG00000106607.1,1.9686689889,6.9091814371,7.8635224346,0,1.9633932112,19.5995043956,6.9835907873,1.9966355759
ENSMUSG00000105328.1,1.9686689889,0,0,0,0.9816966056,4.8998760989,0,1.9966355759
ENSMUSG00000104823.1,8.8590104499,8.8832332763,0,1.9788192959,11.7803592675,14.6996282967,3.990623307,16.9714023949
ENSMUSG00000104621.1,15.7493519109,21.7145702309,20.6417463909,12.8623254235,16.6888422956,20.5794796153,10.9742140944,14.974766819
ENSMUSG00000105624.1,0,0,0,1.9788192959,0.9816966056,0,0,0
ENSMUSG00000105909.1,0,0,0,0.989409648,0,0,0,0
ENSMUSG00000102123.1,0,1.9740518392,0,0,0,0,0,0
ENSMUSG00000106107.1,0,6.9091814371,5.897641826,1.9788192959,0.9816966056,6.8598265384,11.9718699211,3.9932711517
ENSMUSG00000104556.1,1.9686689889,0.9870259196,0,9.8940964796,0,0,0,0
ENSMUSG00000106497.1,1.9686689889,0,9.8294030433,0,0,1.9599504396,1.9953116535,0
ENSMUSG00000107017.1,32.4830383163,27.6367257484,3.9317612173,1.9788192959,0,0,3.990623307,3.9932711517
ENSMUSG00000107215.1,255.9269685525,271.4321278857,88.4646273897,46.5022534543,78.5357284497,30.3792318131,31.9249864564,49.9158893967
ENSMUSG00000105457.1,0,0,0,0,0,6.8598265384,0.9976558268,3.9932711517
ENSMUSG00000104852.1,5.9060069666,0,0,1.9788192959,1.9633932112,0.9799752198,3.990623307,3.9932711517
ENSMUSG00000104897.1,14.7650174165,3.9481036783,7.8635224346,5.9364578878,0,19.5995043956,0.9976558268,1.9966355759
ENSMUSG00000104678.1,0,0,0,0.989409648,0.9816966056,0,0,0
ENSMUSG00000105011.1,0.9843344944,0,0,5.9364578878,1.9633932112,1.9599504396,5.9859349606,0
ENSMUSG00000105275.1,10.8276794388,1.9740518392,0,1.9788192959,0,1.9599504396,0,0
ENSMUSG00000106158.1,6.890341461,0.9870259196,2.948820913,14.8411447195,0,1.9599504396,2.9929674803,0
ENSMUSG00000105996.1,0,10.8572851154,0,0,4.9084830281,4.8998760989,2.9929674803,1.9966355759
ENSMUSG00000100690.1,18.7023553942,0.9870259196,4.9147015216,3.9576385919,2.9450898169,9.7997521978,5.9859349606,2.9949533638
ENSMUSG00000106108.1,10.8276794388,7.8962073567,4.9147015216,3.9576385919,0,4.8998760989,6.9835907873,1.9966355759
ENSMUSG00000107240.1,19.6866898887,9.8702591958,12.7782239563,3.9576385919,10.7986626618,4.8998760989,8.9789024409,10.9814956673
ENSMUSG00000106531.1,1.9686689889,0,0,0,0,0,0,0
ENSMUSG00000105151.1,0,1.9740518392,0,0,0,0,0,0
ENSMUSG00000105966.1,0,0,4.9147015216,0,0,0,0,0
ENSMUSG00000106459.1,0,0,2.948820913,0,0,0.9799752198,0,0
ENSMUSG00000105406.1,2.9530034833,5.9221555175,11.795283652,0,1.9633932112,0.9799752198,3.990623307,0
ENSMUSG00000105957.1,182.10188147,198.3922098365,41.2834927818,37.5975666227,70.6821556048,73.4981414834,89.7890244086,135.771219159
ENSMUSG00000105818.1,3.9373379777,3.9481036783,2.948820913,0,2.9450898169,6.8598265384,0,10.9814956673
ENSMUSG00000105846.1,0,0,4.9147015216,0,1.9633932112,0,0.9976558268,0
ENSMUSG00000106432.1,0,3.9481036783,0,1.9788192959,0,1.9599504396,17.9578048817,0
ENSMUSG00000105933.1,0,3.9481036783,0,8.9046868317,0.9816966056,4.8998760989,0,0
ENSMUSG00000107130.1,0,0,0,0,0,0,1.9953116535,0
ENSMUSG00000107173.1,0,1.9740518392,2.948820913,8.9046868317,0,0,0,0
ENSMUSG00000104662.1,4.9216724722,0,0,1.9788192959,1.9633932112,0,12.9695257479,3.9932711517
ENSMUSG00000107182.1,54.1383971938,75.0139698884,37.3517315645,30.6716990869,51.0482234923,41.1589592307,19.9531165352,24.9579446983
ENSMUSG00000107116.1,0.9843344944,3.9481036783,0,4.9470482398,1.9633932112,4.8998760989,9.9765582676,0
ENSMUSG00000106798.1,0,0,0,0,0,1.9599504396,0,0
ENSMUSG00000106749.1,1.9686689889,0,0,0,0,0,0,0
ENSMUSG00000106490.1,0,6.9091814371,0,0,0,0,0,0
ENSMUSG00000105562.1,0,0,0,0,1.9633932112,0,0,0
ENSMUSG00000104917.1,0,8.8832332763,23.5905673039,18.7987833113,11.7803592675,9.7997521978,8.9789024409,0
ENSMUSG00000104641.1,7.8746759555,8.8832332763,12.7782239563,1.9788192959,4.9084830281,0,0,0
ENSMUSG00000105776.1,4.9216724722,8.8832332763,4.9147015216,12.8623254235,2.9450898169,0,9.9765582676,1.9966355759
ENSMUSG00000107094.1,9.8433449443,0,2.948820913,3.9576385919,0,1.9599504396,0,5.9899067276
ENSMUSG00000105572.1,148.6345086593,91.7934105214,98.294030433,80.1421814851,90.3160877172,84.2778689009,47.8874796846,49.9158893967
ENSMUSG00000105430.1,0,0,4.9147015216,0,0,0,0.9976558268,0
ENSMUSG00000105703.2,0.9843344944,0,2.948820913,0.989409648,0.9816966056,0,0,0
ENSMUSG00000105990.1,17.7180208998,0,16.7099851736,8.9046868317,8.8352694506,1.9599504396,3.990623307,5.9899067276
ENSMUSG00000105896.1,9.8433449443,22.7015961504,36.3687912602,28.692879791,33.3776845911,41.1589592307,13.9671815747,10.9814956673
ENSMUSG00000107197.1,0.9843344944,0.9870259196,2.948820913,0,1.9633932112,0,1.9953116535,0
ENSMUSG00000107083.1,1.9686689889,10.8572851154,12.7782239563,12.8623254235,4.9084830281,14.6996282967,0,1.9966355759
ENSMUSG00000104528.1,0.9843344944,1.9740518392,2.948820913,0,0,0,0,1.9966355759
ENSMUSG00000105974.1,0.9843344944,0,0,0,0,0,0,0
ENSMUSG00000106037.1,1393.8176441166,1649.3203116257,1667.0667561433,1429.6969413088,1193.7430724358,1333.7462741181,842.021517787,1157.050316215
ENSMUSG00000105939.1,1.9686689889,0,0,0,0,0,0,0
ENSMUSG00000107390.1,3.9373379777,0,4.9147015216,0,0,0,0,0.9983177879
ENSMUSG00000105487.1,0,0,0,0,0,0,0.9976558268,0
ENSMUSG00000105677.1,36.420376294,13.8183628742,14.7441045649,55.406940286,21.5973253237,26.459330934,20.950772362,12.9781312431
ENSMUSG00000105842.1,0,8.8832332763,2.948820913,16.8199640154,0,1.9599504396,0,0
ENSMUSG00000106341.1,1.9686689889,0,2.948820913,0,6.8718762394,0,5.9859349606,0
ENSMUSG00000104910.1,0.9843344944,6.9091814371,2.948820913,5.9364578878,1.9633932112,4.8998760989,0.9976558268,0
ENSMUSG00000107313.1,18.7023553942,13.8183628742,17.6929254779,14.8411447195,13.7437524787,6.8598265384,15.9624932282,12.9781312431
ENSMUSG00000105261.1,6.890341461,2.9610777588,2.948820913,2.9682289439,0.9816966056,4.8998760989,1.9953116535,3.9932711517
ENSMUSG00000106623.1,1.9686689889,0,0,10.8835061276,8.8352694506,9.7997521978,5.9859349606,0
ENSMUSG00000105071.1,1.9686689889,2.9610777588,17.6929254779,0,5.8901796337,0,6.9835907873,0
ENSMUSG00000105679.1,32.4830383163,14.8053887938,16.7099851736,31.6611087349,11.7803592675,4.8998760989,13.9671815747,14.974766819
ENSMUSG00000105382.1,16.7336864054,14.8053887938,4.9147015216,23.7458315512,0,21.5594548351,18.9554607085,10.9814956673
ENSMUSG00000105228.1,3.9373379777,0,0,0,0,0,0,3.9932711517
ENSMUSG00000107091.1,5.9060069666,0,0,8.9046868317,4.9084830281,4.8998760989,0,2.9949533638
ENSMUSG00000106625.1,0,0,0,1.9788192959,0,5.8798513187,0.9976558268,0
ENSMUSG00000097989.1,0.9843344944,0,0,1.9788192959,4.9084830281,0.9799752198,3.990623307,0.9983177879
ENSMUSG00000105628.1,0,0,0,0,0,0,0.9976558268,0
ENSMUSG00000105434.1,6.890341461,14.8053887938,35.3858509559,10.8835061276,23.5607185349,31.3592070329,18.9554607085,0
ENSMUSG00000105970.1,0,8.8832332763,22.6076269996,8.9046868317,0,24.4993804945,8.9789024409,0
ENSMUSG00000106375.1,15.7493519109,1.9740518392,53.0787764338,5.9364578878,24.5424151405,31.3592070329,6.9835907873,13.9764490311
ENSMUSG00000105201.1,47.2480557328,57.2475033359,57.0105376511,24.7352411991,51.0482234923,38.2190335713,37.910921417,27.9528980621
ENSMUSG00000105590.1,1.9686689889,0,0,0,0,0,0,0
ENSMUSG00000105084.1,1.9686689889,1.9740518392,0,2.9682289439,0,0,0,1.9966355759
ENSMUSG00000104665.1,1.9686689889,0,0,0,0,0,0,0
ENSMUSG00000107335.1,4.9216724722,6.9091814371,0,3.9576385919,2.9450898169,10.7797274176,0.9976558268,3.9932711517
ENSMUSG00000106262.1,20.6710243831,39.4810367834,25.5564479126,45.5128438064,27.4875049574,11.7597026373,36.9132655902,12.9781312431
ENSMUSG00000104677.1,0,1.9740518392,0,0,0,0,0,0
ENSMUSG00000106543.1,0.9843344944,0,0,0,0,0,6.9835907873,0
ENSMUSG00000105449.1,73.8250870824,91.7934105214,35.3858509559,40.5657955665,22.5790219293,38.2190335713,57.8640379522,31.9461692139
ENSMUSG00000104874.1,3.9373379777,6.9091814371,9.8294030433,0.989409648,1.9633932112,0,0,1.9966355759
ENSMUSG00000106665.1,61.0287386548,31.5848294267,25.5564479126,43.5340245104,39.2678642249,41.1589592307,17.9578048817,13.9764490311
ENSMUSG00000106004.4,0,0,0,0,0,0,0.9976558268,0
ENSMUSG00000105594.1,1.9686689889,5.9221555175,4.9147015216,0,1.9633932112,1.9599504396,1.9953116535,0
ENSMUSG00000106991.1,1.9686689889,0,0,0,0,0,0,0
ENSMUSG00000105820.1,0,0,0,0,0,1.9599504396,0,0
ENSMUSG00000105676.1,2.9530034833,0.9870259196,0,5.9364578878,4.9084830281,3.9199008791,8.9789024409,12.9781312431
ENSMUSG00000105979.1,0,0,0,0,0,0,0,0.9983177879
ENSMUSG00000105107.1,8.8590104499,3.9481036783,0.9829403043,4.9470482398,9.8169660562,8.819776978,0.9976558268,4.9915889397
ENSMUSG00000104951.1,15.7493519109,10.8572851154,5.897641826,1.9788192959,6.8718762394,14.6996282967,0.9976558268,7.9865423035
ENSMUSG00000107255.1,1.9686689889,0,0,0,0,0,0,0
ENSMUSG00000106993.1,3.9373379777,29.6107775875,0,0,6.8718762394,0,0,1.9966355759
ENSMUSG00000083911.1,0,8.8832332763,7.8635224346,8.9046868317,4.9084830281,6.8598265384,12.9695257479,1.9966355759
ENSMUSG00000106115.1,3.9373379777,8.8832332763,14.7441045649,13.8517350715,8.8352694506,4.8998760989,6.9835907873,10.9814956673
ENSMUSG00000104706.1,4.9216724722,0,25.5564479126,1.9788192959,6.8718762394,9.7997521978,0.9976558268,1.9966355759
ENSMUSG00000106643.1,55.1227316882,40.468062703,9.8294030433,3.9576385919,8.8352694506,1.9599504396,13.9671815747,3.9932711517
ENSMUSG00000105033.1,7.8746759555,7.8962073567,0,0,0,0,0,0
ENSMUSG00000107325.1,0,0,2.948820913,12.8623254235,6.8718762394,0,0,5.9899067276
ENSMUSG00000106214.1,1.9686689889,0,0,0,0,0,0,0.9983177879
ENSMUSG00000105681.1,1.9686689889,0,2.948820913,0,0,0,0,0
ENSMUSG00000106290.1,0,0,0,0,0.9816966056,0,0,0
ENSMUSG00000106149.1,0,3.9481036783,30.4711494342,16.8199640154,0,6.8598265384,0.9976558268,4.9915889397
ENSMUSG00000106633.1,36.420376294,27.6367257484,23.5905673039,18.7987833113,22.5790219293,20.5794796153,15.9624932282,28.9512158501
ENSMUSG00000106322.1,0,0,0,0.989409648,0,0,0,0
ENSMUSG00000106112.1,0,0,0,0,0,0,0,1.9966355759
ENSMUSG00000105810.1,0.9843344944,0,4.9147015216,0,1.9633932112,5.8798513187,3.990623307,0
ENSMUSG00000104967.1,6.890341461,5.9221555175,2.948820913,0,1.9633932112,1.9599504396,0.9976558268,0
ENSMUSG00000104965.1,23.6240278664,8.8832332763,3.9317612173,3.9576385919,42.2129540417,16.6595787362,16.960149055,10.9814956673
ENSMUSG00000107145.1,8.8590104499,2.9610777588,2.948820913,4.9470482398,1.9633932112,1.9599504396,11.9718699211,7.9865423035
ENSMUSG00000104969.1,30.5143693274,49.3512959792,14.7441045649,11.8729157756,6.8718762394,18.6195291758,24.941395669,5.9899067276
ENSMUSG00000106678.1,29.530034833,14.8053887938,23.5905673039,12.8623254235,19.6339321124,58.7985131867,28.9320189761,28.9512158501
ENSMUSG00000106891.1,49.2167247216,44.4161663813,36.3687912602,52.4387113421,64.791975971,31.3592070329,81.8077777945,47.9192538208
ENSMUSG00000107336.1,8.8590104499,23.68862207,9.8294030433,10.8835061276,27.4875049574,28.4192813736,28.9320189761,14.974766819
